题型,题目,选项1,选项2,选项3,选项4,选项5,选项6,答案,答案解析,分值
单选题,"【题库材料 B02】
年级阶段：初中（初三）
学科：语文
主题：阅读

【对话 A】
［前段］
学生：听了您这么一分析，我确实有种豁然开朗的感觉。以前读这篇课文，总觉得爱情是个很抽象、很宏大甚至有点遥…
老师：你说得太好了！你刚刚把‘情感藏在细节里’这个感悟，和我们刚才分析的文本细节——比如老头‘望着远方’…
学生：老师，听了您刚才的肯定，我觉得自己是真的开始读懂这篇课文了。以前我总觉得‘爱情’是个离我们很远的词…
［中段］
学生：老师，那我想把这些变化串起来看：上帝三次来访，看到的画面一次比一次更简单——从两个人安详地坐在一起…
老师：你总结得特别好！你刚才说的‘画面越简单，情感反而越深’——这句话把三次来访的变化规律讲透了。你能从…
学生：老师，我想接着您说的‘画面越简单，情感反而越深’再具体说说。因为第一次两个人都在，画面是完整的，但…
［后段］
老师：你把这个顺序讲得非常透彻——从‘欢喜和凄凉’到‘分明地叫出老爷’，每一步都在把旧日的‘哥弟’往回收…
学生：我觉得最后那一刻最重的不是悲哀也不是麻木，而是认命。因为悲哀是他心里还存着旧情才会有的感受，麻木是…
老师：你点出了‘认命’这个关键词，非常深刻。那老师想请你沿着这个‘认命’再往深处走一步：闰土认命之后，他…

【对话 B】
［前段］
学生：我觉得是的，因为前两次上帝能带走美和力量，说明那些东西是会随着时间消失的，可第三次那种相望的眼神他…
老师：你说得太好了，从上帝三次降临的对比中提炼出‘永恒的是惦记和认定’，还联想到生活中的真实画面——这份…
学生：老师，我同意您的说法。您刚才肯定我读懂了父亲的心意，这让我更有信心了。而且我觉得，正因为我们是从故…
［中段］
老师：你刚才说父亲这句话里揉进了遗憾和等待，还联想到爷爷那句‘日子要慢慢过’——你能从一个长辈的话里听出…
学生：我之所以觉得这句话有温度，是因为它不是凭空说出来的道理，而是父亲真的经历过等待和遗憾之后，才愿意把…
老师：你刚才说‘文字的温度藏在说话人自己的人生里’，这个发现特别深刻。那老师想请你顺着这个思路，回到信里…
［后段］
老师：你刚刚提到爸爸说的那句话，和信里父亲的话几乎是一个意思——那你觉得，如果现在让你把这句话亲口对爸爸…
学生：我会跟爸爸说：爸，你去年跟我讲‘有些事急不得，时机到了自然就懂了’，我当时没听懂，但今天我读到了一…
老师：听完你刚才想对爸爸说的那番话，我想知道——当你把信里父亲的话和爸爸去年对你说的话放在一起时，你个人…

Q1　总的来看，哪段对话更能把知识点讲开、讲清楚，并把前后的内容连起来？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B02：继续评价上述同一组对话】
Q2　哪段对话后面说的话更能接住前面的内容，并继续往下讲？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B02：继续评价上述同一组对话】
Q3　哪段对话更符合这个年级、学科和主题，也更少出现明显错误或跑题？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B02：继续评价上述同一组对话】
Q4　哪段对话较少反复说同样的话，而且能继续增加有用的新内容？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B02：继续评价上述同一组对话】
Q5　您对刚才的判断有多大把握？（没太大把握 / 有一些把握 / 很有把握）",没太大把握,有一些把握,很有把握,,,,,,0
单选题,"【题库材料 B03】
年级阶段：小学（六年级）
学科：语文
主题：藏戏

【对话 A】
［前段］
学生：老师，我补充一下我的实际感受。刚才您说面具一换人物就变了，我觉得这种“出场即换”就像我们看动画片里…
老师：你这个比喻特别贴切！把藏戏的""出场即换""比作动画片的变身镜头，一下子就让我们感受到那种瞬间切换的紧…
学生：听您这么一说，我忽然觉得，藏戏这种‘出场即换’的节奏，其实很像我们在生活中看皮影戏，皮影人也是一个…
［中段］
学生：老师，听了您说的‘规矩’和‘创造’，我好像真的明白了。就像我练字帖，一开始必须老老实实照着写，一笔…
老师：你总结得太好了！从‘按规矩来’到‘写出自己的风格’，你不仅把练字和藏戏程式之间的道理打通了，还把‘…
学生：老师，我试着把咱们刚才说的串成一句话：藏戏的程式就像练字先练笔画，演员先把规矩练扎实，才能在台上把…
［后段］
老师：你找到了一个非常关键的细节。那老师想请你再往前走一步：既然唱腔会随着鼓点轻重缓急来‘说’故事，那你…
学生：老师，我在课文里还看到这句：‘演员的舞蹈动作和唱腔紧密配合’，我觉得这里写的就是动作在跟着唱腔‘画…
老师：你找到的这句‘演员的舞蹈动作和唱腔紧密配合’很关键。那你能在课文里再找一找，还有没有其他句子也写到…

【对话 B】
［前段］
学生：老师，那我想确认一下，课文里写鼓声“由缓而急”的时候，是不是同时也在写王子祭祀时那些动作的变化？比…
老师：你理解得非常准确！课文正是这样安排的——写""祈祷""""膜拜""时，鼓声是缓的，与虔诚安静的准备状态相配…
学生：老师，那课文里除了写王子“旋转”“腾跃”这些动作和鼓声由缓到急配合，还有没有写其他角色的动作也是跟…
［中段］
老师：你说得对，一动一静互相配合，缺一不可。那老师想听听你个人的看法：你觉得这种‘一动一静’的配合，是不…
学生：我觉得很像我们班大扫除的时候，有人负责登高擦窗户，有人负责在下面扶着梯子递抹布。擦窗户的人动作很大…
老师：你举的大扫除例子特别贴切，老师听了也很受触动。你说冲锋的人重要、稳稳托住的人同样重要——那老师想问…
［后段］
学生：我觉得是‘屏住呼吸’和‘目不转睛’这种心里的专注更让王子感受到力量。因为身体上的安稳，像围成圆圈，…
老师：你把身体上的安稳和心里的专注区分得这么清楚，还用自己的感受说清了哪一种更给王子力量——这个认识非常…
学生：老师，听了您的话我特别受鼓舞。我觉得这两种安稳就像搭台子和点灯一样——围成圆圈是给王子搭好一个安全…

Q1　总的来看，哪段对话更能把知识点讲开、讲清楚，并把前后的内容连起来？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B03：继续评价上述同一组对话】
Q2　哪段对话后面说的话更能接住前面的内容，并继续往下讲？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B03：继续评价上述同一组对话】
Q3　哪段对话更符合这个年级、学科和主题，也更少出现明显错误或跑题？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B03：继续评价上述同一组对话】
Q4　哪段对话较少反复说同样的话，而且能继续增加有用的新内容？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B03：继续评价上述同一组对话】
Q5　您对刚才的判断有多大把握？（没太大把握 / 有一些把握 / 很有把握）",没太大把握,有一些把握,很有把握,,,,,,0
单选题,"【题库材料 B04】
年级阶段：高中（高二）
学科：数学
主题：充要条件

【对话 A】
［前段］
学生：老师，我有个疑问：您说同位角要“分居截线两侧”，但刚才∠1和∠2都在截线的同一边呀，那“分居两侧”…
老师：你提的这个问题非常好，说明你在认真推敲定义。注意区分两个参照物：'分居两侧'指的是被截直线的两侧—…
学生：老师，我顺着您的解释再确认一下：∠1的顶点在截线和上面那条被截直线的交点上，∠2的顶点在截线和下面…
［中段］
老师：你判断得很到位——角是否相等，依据的是度数本身，与图形归属无关。这也正好呼应了我们刚才说的判定定理…
学生：老师，那我把判定定理的完整逻辑链再整理一遍：两条直线被第三条直线所截，如果同位角相等，那么这两条直…
老师：你刚才的整理非常完整，把判定定理和性质定理合起来看，正好构成充要条件的两个方向。那老师帮你把这一步…
［后段］
学生：性质定理的条件是‘两直线平行’，结论是‘同位角相等’，正好和判定定理又换回来了。
老师：那么，如果把性质定理的条件和结论再互换一次，得到的命题是什么？它和判定定理又是什么关系？
学生：互换之后就是“同位角相等，则两直线平行”，这不就是判定定理本身嘛！所以性质和判定互为逆命题，互换两…

【对话 B】
［前段］
学生：老师，我觉得两种方法其实是从不同角度看同一件事。逻辑推导适合判断具体题目，一步步推比较严谨；而集合…
老师：你总结得非常深刻，能把两种方法看成同一件事的两种视角。那我特别想听听你个人的体会：在你自己做题的时…
学生：我更喜欢集合方法，因为做题时画个数轴一下子就能看出范围大小，比一步步推导快多了，而且不容易漏掉特殊…
［中段］
老师：既然你能感到两者都是'有它就行'，那你再想一想：并集里的'或'，和充分条件里'只要条件满足就能推出…
学生：我觉得并集里的‘或’更像是在做一道选择题，元素只要在左边或者右边出现一次就会被收进来，强调的是范围…
老师：非常好！你已经把这两种""有它就行""区分得很清楚：一个是空间上的归属，一个是推理上的传递。现在我们把…
［后段］
学生：有限集就是元素个数是有限个的集合，比如{1,2,3}；无限集就是元素个数不是有限个的集合，比如自然…
老师：你刚才用""数得完""和""数不完""来描述有限集和无限集，这很直观。但数学上我们需要更精确的定义——你能…
学生：老师，我试试看：如果一个集合能与自然数集的某个有限子集建立一一对应，那它就是有限集；如果不能与自然…

Q1　总的来看，哪段对话更能把知识点讲开、讲清楚，并把前后的内容连起来？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B04：继续评价上述同一组对话】
Q2　哪段对话后面说的话更能接住前面的内容，并继续往下讲？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B04：继续评价上述同一组对话】
Q3　哪段对话更符合这个年级、学科和主题，也更少出现明显错误或跑题？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B04：继续评价上述同一组对话】
Q4　哪段对话较少反复说同样的话，而且能继续增加有用的新内容？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B04：继续评价上述同一组对话】
Q5　您对刚才的判断有多大把握？（没太大把握 / 有一些把握 / 很有把握）",没太大把握,有一些把握,很有把握,,,,,,0
单选题,"【题库材料 B05】
年级阶段：小学（四年级）
学科：语文
主题：三月桃花水

【对话 A】
［前段］
学生：老师，我想知道，课文中是怎么写出桃花心里有劲儿的呢？是写了它的花很香，还是写了别的什么呢？
老师：这个问题问得特别好！课文里写桃花'心里有劲儿'，可不是光写花有多香。来，我们按老师教的方法，先找到…
学生：老师，我找到了！课文里写桃花'探出'头来，还有'冒出'花苞，我觉得这两个词就是写桃花在使劲，因为它…
［中段］
学生：老师，我明白了！原来读懂课文的方法就是把动作和感受连起来想，就像我们刚才那样，先找动作，再想动作背…
老师：你总结得非常棒！那老师就带着你把这个方法再走一遍：我们先从课文里找到描写桃花动作的词语，然后想一想…
学生：老师，我找到课文里写桃花“吹起了小喇叭”这个动作，我读的时候感觉桃花特别得意，好像它要把春天到来的…
［后段］
老师：你总结得真完整，把整堂课的方法和发现都串成了一条线。那老师再帮你把这条线拧得更紧一点：你看，从‘探…
学生：老师，我明白了！以后读别的写景文章，我也要像这样先找动词，再按顺序看景物是怎么变化的，这样就能发现…
老师：那你现在就用这个办法，从课文中再找一处写其他景物的动词，比如河水或者柳条，试着按‘先找动词、再看动…

【对话 B】
［前段］
学生：老师，我找到了！是不是这句——‘那纤细的低语，是在和刚刚从雪被里伸出头来的麦苗谈心’……不对，这句…
老师：你找到的就是这一句——‘那纤细的水波，像丝绸一样轻轻滑过’。老师帮你确认一下，课文里写触感的就是这…
学生：老师，我读这一句的时候发现，水波像丝绸一样滑过，那麦苗从雪被里伸出头来，是不是就像我们刚睡醒时伸懒…
［中段］
学生：老师，我懂了！桃花水不只是麦苗和小花的好朋友，它也是柳树、是春天里所有小生命的好朋友。它那份温柔就…
老师：你理解得特别深刻！那老师想请你具体想一想：春天里的这些生命——麦苗、小花、柳树——它们感受到桃花水…
学生：老师，我觉得麦苗会昂起头来，叶子变得更绿更精神；小花会把花瓣完全舒展开，像在笑着迎接阳光；柳树呢，…
［后段］
老师：你这个同桌的比喻太生动了！'感情不是因为温暖有多亮，而是因为离得有多近'——这句话把桃花水和小花之…
学生：老师，您说得对！我也觉得同桌的比喻让我一下子就想通了，原来桃花水的温柔和朋友的陪伴是一样一样的，都…
老师：你把‘因为离得近才那么温暖’这句话说得真透彻。那我们回到课文里看看，作者写桃花水‘像一群活泼的小天…

Q1　总的来看，哪段对话更能把知识点讲开、讲清楚，并把前后的内容连起来？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B05：继续评价上述同一组对话】
Q2　哪段对话后面说的话更能接住前面的内容，并继续往下讲？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B05：继续评价上述同一组对话】
Q3　哪段对话更符合这个年级、学科和主题，也更少出现明显错误或跑题？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B05：继续评价上述同一组对话】
Q4　哪段对话较少反复说同样的话，而且能继续增加有用的新内容？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B05：继续评价上述同一组对话】
Q5　您对刚才的判断有多大把握？（没太大把握 / 有一些把握 / 很有把握）",没太大把握,有一些把握,很有把握,,,,,,0
单选题,"【题库材料 B06】
年级阶段：初中（初二）
学科：物理
主题：测量平均速度

【对话 A】
［前段］
学生：我觉得可以分工合作，一个人专门负责看刻度尺读数，另一个人专门负责按秒表，这样每个人只专注一件事，反…
老师：你提到的分工确实能减少操作干扰，但老师想请你进一步思考：为什么两个人各司其职，就能让时间测量的误差…
学生：我觉得分工后，按秒表的人只要盯着小车，不用分心去看刻度尺，这样他的注意力就能完全放在起跑和到达这两…
［中段］
学生：我觉得帮助特别大，因为如果起点不统一，s和t就不是对应同一段运动的，那v=s/t算出来的就不是这段…
老师：我注意到你刚才的表述中，你其实是在说：统一基准保证了s和t对应的是同一次运动。那你觉得，这种'对应…
学生：我觉得这个‘对应关系’是公式本身隐含的要求。因为速度定义就是单位时间内通过的路程，公式里s和t必须…
［后段］
老师：你这个想法很有价值。那我们来具体设计一下：备注这一行里，除了‘起点和终点位置固定’之外，你觉得还需…
学生：我觉得应该把具体位置标出来。因为如果只写'起点和终点固定'，别人还是不知道固定在哪，可能以为起点就…
老师：好，那我们就沿着这个思路，把位置标注落实到记录表上。请你具体说说，起点和终点的位置这一栏，我们要记…

【对话 B】
［前段］
学生：我觉得是同一个意思。比如100米除以10秒，就是把这100米平均分给10秒钟，每一秒对应10米，也…
老师：你说得对，本质确实都是看每一秒跑多少路。那现在你能顺着这个思路说说看，‘拆成每一秒’和‘路程除以时…
学生：路程除以时间的话，就是先找路程，再找时间，最后用路程除以时间。拆成每一秒的话，我觉得就是先看总共跑…
［中段］
学生：老师，我认同这个规律，因为反应时间每次都让我们按表按晚了，所以每次速度都偏小，这样至少我知道这个误…
老师：既然你认同这个误差方向是固定的，那你觉得，如果每次都按晚那零点几秒，这个误差有没有可能通过多次测量…
学生：我觉得不能完全消除，因为每次按表都晚那零点几秒，测出来的时间每次都偏长，速度每次都偏小，方向一直是…
［后段］
老师：好，那你现在就在表格最上方画出'试跑记录'这个小区域，把三次试跑的时间依次填进去，然后在下方用一条…
学生：我觉得这样分开摆放挺好的，因为试跑和正式测量的作用不一样，试跑是为了先摸清偏差大概在什么范围，正式…
老师：你把这个分工说得很清楚——试跑负责摸清偏差范围，正式测量负责得出速度结果，分开摆放就不会混淆，这正…

Q1　总的来看，哪段对话更能把知识点讲开、讲清楚，并把前后的内容连起来？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B06：继续评价上述同一组对话】
Q2　哪段对话后面说的话更能接住前面的内容，并继续往下讲？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B06：继续评价上述同一组对话】
Q3　哪段对话更符合这个年级、学科和主题，也更少出现明显错误或跑题？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B06：继续评价上述同一组对话】
Q4　哪段对话较少反复说同样的话，而且能继续增加有用的新内容？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B06：继续评价上述同一组对话】
Q5　您对刚才的判断有多大把握？（没太大把握 / 有一些把握 / 很有把握）",没太大把握,有一些把握,很有把握,,,,,,0
单选题,"【题库材料 B07】
年级阶段：初中（初一）
学科：数学
主题：三角形的内角和

【对话 A】
［前段］
学生：角ACB中间的字母C是角的顶点，它表示从点C出发的两条边CA和CB组成的角，中间的字母就代表角的顶…
老师：你说得很准确。那老师再问你，既然顶点C在角的表示中这么关键，那角的两条边除了确定顶点之外，在角的表…
学生：角ACB中的A和B分别对应的是角的两条边，A对应边CA，B对应边CB，它们用来指明角是由哪两条边组…
［中段］
老师：很好，你确认了边BC不经过顶点A，所以它是角A的对边。那老师想再问你：既然边BC经过的是顶点B和顶…
学生：与顶点B相邻的角是角ABC，也就是角B；与顶点C相邻的角是角ACB，也就是角C。
老师：那我们现在把目光回到三角形ABC中：角B和角C分别是由哪两条边组成的？它们各自的顶点是哪个点？
［后段］
老师：你说得非常准确！‘先顶点再定边’这个思路确实能避免被字母干扰，而且你刚才用外角∠DCA的例子验证了…
学生：我觉得可以，因为先定顶点就把范围缩小了，后面再找不经过它的那条边就顺理成章了，而且刚才外角那个例子…
老师：你能主动把‘先顶点再定边’的方法推广到以后的学习中，说明你已经真正掌握了这个思路的本质。有了这个基…

【对话 B】
［前段］
学生：我来总结一下：首先两个角的和必须是180度；其次它们还要有共同的顶点，并且有一条公共边，另外两条边…
老师：你的总结已经非常完整了。老师再帮你把这两条条件的关系梳理得更严谨：两个角互补，加上有一条公共边且顶…
学生：老师，我明白您的意思了，您的意思是说，“互补”和“有公共边且顶点相同”这两条只要同时满足，就能推出…
［中段］
学生：平角的定义是：一条射线绕它的端点旋转，当终边和始边成一条直线时，这时所成的角叫做平角。所以除了度数…
老师：你刚才复述得很完整，但还有一点关键的结构条件值得注意：射线绕端点旋转形成平角时，旋转方向是从起始边…
学生：我觉得体现在这里：角DCA的起始边是CD，角ACB的起始边是CB，从CD转到CB正好转了半圈，转到…
［后段］
老师：你举的‘门轴’这个例子非常贴切！门轴装在左边还是右边，就相当于旋转中心选在点O还是点A。那你能顺着…
学生：就像门轴固定在门框上一样，图里的固定点就是点O或者点A，它不在线段AB和CD上，而是在它们外面，所…
老师：你说得很到位！固定点在两条线段外面，端点离它的距离不同，所以转到的位置就不同——这正是旋转中心位置…

Q1　总的来看，哪段对话更能把知识点讲开、讲清楚，并把前后的内容连起来？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B07：继续评价上述同一组对话】
Q2　哪段对话后面说的话更能接住前面的内容，并继续往下讲？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B07：继续评价上述同一组对话】
Q3　哪段对话更符合这个年级、学科和主题，也更少出现明显错误或跑题？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B07：继续评价上述同一组对话】
Q4　哪段对话较少反复说同样的话，而且能继续增加有用的新内容？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B07：继续评价上述同一组对话】
Q5　您对刚才的判断有多大把握？（没太大把握 / 有一些把握 / 很有把握）",没太大把握,有一些把握,很有把握,,,,,,0
单选题,"【题库材料 B08】
年级阶段：初中（初三）
学科：化学
主题：原子的构成

【对话 A】
［前段］
学生：是1.6×10的负19次方库仑，电子和质子带的电荷量大小都是这个值，只不过一个带负电一个带正电。
老师：很好，你能准确说出1.6×10⁻¹⁹库仑这个数值，非常棒！老师帮你把这个基础知识点再明确一下：质子…
学生：老师，我记住了，元电荷就是1.6×10⁻¹⁹库仑，是所有电荷量的最小单位，质子和电子带的电荷量都正…
［中段］
学生：老师，最外层最多能容纳8个电子。因为核外电子是分层排布的，第一层最多2个，第二层最多8个，第三层作…
老师：你刚才说得很对——最外层7个电子离稳定结构只差1个，所以化学性质活泼。那老师想请你把这条推理链条再…
学生：老师，我知道，第一层最多排2个，第二层最多排8个，最外层最多也不能超过8个电子。当最外层达到8个电…
［后段］
学生：我觉得这个吸引力是指原子核和核外电子之间的作用，因为原子核带正电，核外电子带负电，正负电荷会互相吸…
老师：你这个磁铁的比喻很形象！那老师顺着你的比喻追问一步：磁铁磁力强，能吸得更牢——那在原子里，核电荷数…
学生：会的！因为氯的核电荷数多，对电子的吸引力强，所以它得完电子之后，那个多出来的电子被原子核拉得更紧，…

【对话 B】
［前段］
学生：我觉得当原子失去电子后，它带的正电荷就比负电荷多了，所以会变成带正电的粒子；反过来，如果得到电子，…
老师：你这个天平模型用得恰到好处，把得失电子后电荷变化的过程说得一清二楚。那你现在能不能试着将这种带电的…
学生：老师，我想起来了，原子失去或得到电子后形成的带电粒子，在课本上叫离子。失去电子带正电的叫阳离子，得…
［中段］
老师：你能有这样的感受，老师很想知道：当你把化学里这种逻辑关系类比成解数学题的推导过程时，你觉得这两种学…
学生：我觉得最像的地方就是都要找到那个'关键条件'。数学解题时，比如证明两个三角形全等，得先找到对应边相…
老师：你刚才提到，两个学科都要先找到那个'关键条件'，后面才能推下去。那你个人觉得，这种'先抓关键条件'…
［后段］
学生：老师，您刚才说这比记住定义更可贵，我确实有这种感觉。以前我觉得化学就是背知识点，但今天通过这个类比…
老师：说得太好了！你能从化学和数学的类比中找到这种‘抓重点、做取舍’的共通智慧，说明你已经超越了对单个知…
学生：老师，听您这么说，我确实觉得这种跨学科的思维方法让我特别受益。以前我觉得化学就是背概念，但今天通过…

Q1　总的来看，哪段对话更能把知识点讲开、讲清楚，并把前后的内容连起来？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B08：继续评价上述同一组对话】
Q2　哪段对话后面说的话更能接住前面的内容，并继续往下讲？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B08：继续评价上述同一组对话】
Q3　哪段对话更符合这个年级、学科和主题，也更少出现明显错误或跑题？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B08：继续评价上述同一组对话】
Q4　哪段对话较少反复说同样的话，而且能继续增加有用的新内容？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B08：继续评价上述同一组对话】
Q5　您对刚才的判断有多大把握？（没太大把握 / 有一些把握 / 很有把握）",没太大把握,有一些把握,很有把握,,,,,,0
单选题,"【题库材料 B09】
年级阶段：小学（一年级）
学科：语文
主题：雨点儿

【对话 A】
［前段］
学生：课文里写“小花小草张开小嘴巴，咕咚咕咚地喝水”，它们是用小嘴巴喝的！
老师：你从课文里找到了“张开小嘴巴”和“咕咚咕咚地喝水”，那老师想问问你：小花小草为什么要张开小嘴巴才能…
学生：因为小花小草没有手，它们只能靠小嘴巴来喝水，张开小嘴巴才能把雨水喝进去，就像我们喝水的时候也要张开…
［中段］
学生：老师，您说得对，我也记住了！就像课文里的雨点儿一样，我喂小金鱼也要天天坚持，把这份耐心记在心里。
老师：那你觉得，耐心是什么样的一种感觉呢？是像喂小金鱼时那种惦记着它的感觉，还是别的什么？
学生：我觉得耐心就是心里一直惦记着它，就像我喂小金鱼的时候，就算放学回家很累了，也会先跑过去看看它，想它…
［后段］
老师：你发现了盼头是从天天看着小花小草长大的过程中慢慢变清楚的。那老师想问问你，雨点儿心里想着小花小草长…
学生：老师，我觉得盼头让雨点儿等待的时候心里不着急了！就像我攒零花钱的时候，想着最后能买到喜欢的玩具，等…
老师：说得真好啊！你发现了盼头让等待变得甜甜的——想着目标近了一步，心里就不着急了，反而觉得每一天都有滋…

【对话 B】
［前段］
学生：老师，茎还像小士兵一样站得直直的，帮小花小草撑住身体，这样它们就不会被风吹倒了！
老师：你用了“小士兵”这个比喻，真有意思！那老师想问问你，为什么你觉得茎像小士兵一样站得直直的呀？
学生：因为小士兵站得直直的，是为了保护大家、站好岗，茎站得直直的，也是为了让小花小草能好好长大，不会被风…
［中段］
老师：你这个比喻太贴切了！小宝宝天生就会吸奶，植物天生就知道该往哪长，这些都是不用人教就会的本领。说得真…
学生：老师，我觉得根会朝着地底下长，因为根要钻到泥土里面去找水喝，就像我们喝饮料要把吸管插到杯子里一样，…
老师：你刚才说根会往地底下钻找水喝，那老师想问问你，根长在泥土里面，除了找水喝，还把植物稳稳地固定在哪里…
［后段］
学生：老师，那气孔是不是也像我们呼吸的时候鼻子会一吸一呼一样，植物也是从气孔里一吸一呼地呼吸呀？
老师：你说得太对了！气孔就像我们呼吸时鼻子一吸一呼一样，空气从气孔里进进出出。你看，植物的根有根毛来吸收…
学生：老师，那气孔呼吸的时候，是不是就像我们的鼻子一样，不用我们想着它就会自己呼吸呀？

Q1　总的来看，哪段对话更能把知识点讲开、讲清楚，并把前后的内容连起来？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B09：继续评价上述同一组对话】
Q2　哪段对话后面说的话更能接住前面的内容，并继续往下讲？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B09：继续评价上述同一组对话】
Q3　哪段对话更符合这个年级、学科和主题，也更少出现明显错误或跑题？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B09：继续评价上述同一组对话】
Q4　哪段对话较少反复说同样的话，而且能继续增加有用的新内容？",A 好很多,A 好一点,两段差不多,B 好一点,B 好很多,看不出来,,,0
单选题,"【题库材料 B09：继续评价上述同一组对话】
Q5　您对刚才的判断有多大把握？（没太大把握 / 有一些把握 / 很有把握）",没太大把握,有一些把握,很有把握,,,,,,0
